"Gene","Instability_Score"
"Prex2",8.17908644631422
"Nubp1",8.17334620654084
"Cd4",8.16612743732905
"Acss1",8.16419474185252
"Cracr2b",8.15581453220626
"Tmf1",8.13143362859717
"Lamc3",8.13120206282387
"Flot2",8.1136188079701
"Esyt2",8.09541524845968
"Ehmt1",8.08983383783975
"Rrm2",8.08902177610695
"Ints12",8.08809580510875
"Sfrp1",8.06748208307544
"Cmtr2",8.06332423907636
"Stk19",8.05812134924079
"Hpgds",8.05685117781825
"LOC128110477",8.05002896965399
"Pnpla2",8.04748419873041
"Nedd4l",8.04428965479232
"Cct5",8.02507361187753
"Rasl11a",8.02442632309057
"Uvrag",8.0205390390519
"Fgd3",8.01904557173568
"Dzip1",8.01697704166453
"Esrp1",8.00211981856638
"LOC128112984",7.99315055269582
"Repin1",7.97776832663558
"Prpf38a",7.97746825779336
"Tagap",7.96592976276589
"Bmp3",7.9585014856348
"Clu",7.95378407171
"LOC128109533",7.94883335775431
"Tmem37",7.94406461386705
"S100a10",7.94206500036811
"Med1",7.93315280670713
"Slc9a8",7.92158690017362
"Fam204a",7.90896035207611
"Ndufc1",7.90827200170119
"Prrc2a",7.90345529757376
"Clec16a",7.90032726021108
"Zbtb41",7.89792448350089
"Abl1",7.89762884502238
"Nol6",7.89125447502956
"Ctnnd2",7.88751601077621
"Elf2",7.88096826193346
"Tnik",7.8776264033884
"Cops5",7.87272377770323
"Mettl5",7.86697834253348
"LOC128100136",7.8626883130048
"Taf12",7.86147755537152
"Fam135a",7.85233034220878
"LOC128096306",7.8505050073592
"Klk5",7.84074409316541
"Fbxo34",7.83548241970904
"Hsd11b1",7.8342162574526
"Slc23a1",7.83197565290543
"Ckap5",7.82676998839998
"LOC128115864",7.82602246835164
"A4gnt",7.81007735103154
"Ep400",7.79558253656972
"Lgmn",7.79291451298281
"LOC128110947",7.79248519839686
"Hexim1",7.78496467176443
"Hydin",7.7775435779239
"Bicd2",7.77226468944235
"Plac8",7.77116242409769
"Mocs3",7.76577831087385
"Prelp",7.7633859336403
"LOC128109464",7.75068198704316
"Zp2",7.75017515761356
"Med20",7.74392004163468
"Mff",7.74296293815359
"LOC128125079",7.73662763886664
"Cnmd",7.73491604876691
"LOC128098531",7.7347918585885
"Atp5pf",7.73189671427648
"Thoc1",7.73092618919268
"Rnpc3",7.73080404480921
"Rplp2",7.72782125480677
"LOC128123149",7.72677716620527
"Kdm8",7.7258779196106
"Fat3",7.72389500630536
"Psmd8",7.72011505115212
"Trappc8",7.71420204577026
"Gtf3c3",7.71410029643919
"Pip4p1",7.71165631442756
"Tp53inp1",7.70417371955823
"LOC128094032",7.70108742026457
"Bicdl1",7.69497248712668
"Arhgef15",7.69317679564988
"Stim2",7.6902573214773
"Dnttip2",7.6804761925019
"Dexi",7.67306327933186
"Vps72",7.67137510608698
"Zeb2",7.67048118914779
"Sgcd",7.66563610334931
"Lst1",7.66287251656544
"Ckap2",7.66268008503872
"Tnfsf13b",7.65721956362011
"Tmem168",7.65301877154764
"LOC128117595",7.64847068175058
"B4galt1",7.64266121049067
"Elk3",7.64060352895709
"Flrt2",7.63133684089773
"Psmd4",7.62877267319711
"LOC128124949",7.62739775443019
"Dennd2a",7.62044907586613
"Ttc23",7.61920018716015
"Xrcc5",7.61779641883159
"Fetub",7.61742223934749
"Pp2d1",7.61730155563064
"Map2",7.61440092632356
"Tgfbr2",7.60348727089325
"Klc1",7.59541519551741
"Ccdc90b",7.59480955246113
"Znf644",7.59193555285411
"Fkbp3",7.58198506166175
"Cep350",7.57627454439197
"Pdcl3",7.57140045381226
"Phactr2",7.57033733986879
"Suclg2",7.56996589133869
"Dhtkd1",7.56651253250782
"LOC128095293",7.55051500512038
"Utp4",7.54343005806821
"Pex13",7.54084917445855
"Ndufa9",7.53558105403185
"Cdh6",7.53441070535397
"Ostf1",7.5257829701917
"LOC128111489",7.51825988766816
"Lamb3",7.51378423292171
"Ccdc126",7.5128552428127
"Tnni3k",7.5113232985517
"Abr",7.50876033655427
"LOC128095160",7.50530163396609
"Psmc5",7.49755583600029
"Sfr1",7.49577309704233
"Srsf5",7.49312311884226
"Pef1",7.48003390366575
"Tex261",7.47822274152708
"Tnfsf10",7.47626877581843
"LOC128114909",7.47493855123402
"Stxbp6",7.47315180214203
"Sp4",7.4669537937823
"Cdc42bpa",7.46188122119435
"Cdt1",7.45972690143812
"Txndc16",7.45360736948534
"Gtf2a1",7.44402136299162
"LOC128107400",7.43962812092877
"Cdh5",7.42814639152786
"Abcg2",7.42187313021298
"LOC128120039",7.41465969692733
"Slc25a15",7.40676688862793
"Rnd2",7.40577623781626
"Rreb1",7.40434899930634
"Znf687",7.40413269408021
"Afap1",7.40267437597084
"Pcdh20",7.39701186183576
"Arl8a",7.38958834814898
"Lrguk",7.38854853135434
"Tmem65",7.38571627172441
"LOC128118211",7.38567126124499
"Gsr",7.38268932416148
"Ncor1",7.38025420031966
"Aadat",7.37020319296577
"Pcolce2",7.36857564788392
"Rad21",7.36818858991257
"Cap1",7.36372546732222
"Col2a1",7.36151411366903
"LOC128105031",7.34997641481211
"Uba6",7.34764292711484
"Tmx3",7.34651698926561
"Lrrc8d",7.34314477133361
"Erlec1",7.33466971052666
"Etv5",7.33365727954318
"Arrdc1",7.32609423037553
"P3h3",7.31330108869548
"Sparcl1",7.31310491836606
"Oxct1",7.3126124968965
"Exosc2",7.31189010893928
"Impa1",7.30441842137263
"Nfatc2",7.30220557752723
"Heatr1",7.3005977149824
"Hecw2",7.29906298217501
"Tada3",7.29521070668827
"Rps28",7.29305657239794
"Dlg2",7.2922744949273
"Nvl",7.29169747331403
"Camk1",7.28883711057921
"Swt1",7.28073916263856
"Tra2a",7.2734452330399
"Klf7",7.27159492326283
"Ropn1l",7.2614517266074
"Trerf1",7.25765421956878
"Tbc1d31",7.25628444056742
"Rap1gap2",7.25519642108524
"Rnf13",7.2497285798224
"Eif2s3",7.24485918037732
"Cluh",7.24386132332649
"Col4a3",7.24049203471026
"Lgals8",7.23065015664546
"Fyn",7.22880030741399
"Trpc4ap",7.22640188265032
"LOC128110205",7.21798713817666
"Trit1",7.21599386204849
"Dzip1l",7.21168633549248
"Pnp",7.20633025092614
"Fastkd2",7.20478013437322
"LOC128101169",7.20059904620191
"Cep43",7.19628580186035
"CUNH6orf132",7.19596150216135
"Themis2",7.19295328233894
"Pgk1",7.18966601357199
"Hspa12b",7.18887772943621
"Alkbh5",7.17588976313839
"Ube2r2",7.17255704857896
"Kank3",7.16966541070094
"Cnksr3",7.16961472948573
"Ift27",7.16799538768458
"Nono",7.1664651429272
"Wdr7",7.16336678629155
"Spink4",7.16224312297284
"Rsph3",7.15816825357066
"LOC128109315",7.15302369444669
"Ap1b1",7.15190631398364
"LOC128100533",7.14131123430184
"Abhd13",7.13670833610099
"Eif3f",7.13602547534167
"Chtf8",7.13291851618013
"LOC128103986",7.12953293863006
"Ctu2",7.12925074091957
"Dcun1d3",7.12804842536425
"Phf8",7.11334959693633
"Nthl1",7.11316321300882
"Hus1",7.11268889108359
"Cpt2",7.11082763584422
"Hook3",7.11030784926019
"Qsox1",7.09654382121604
"Tkt",7.09120914326402
"Ubxn4",7.08696040056582
"Parp12",7.08473051085427
"Znf768",7.08121361540611
"Bmt2",7.07971210518422
"Gtf3a",7.07887789178413
"Arvcf",7.0679716828522
"Nek3",7.05866323835009
"Rps26",7.05743343021861
"LOC128112676",7.05100282298083
"Rock1",7.04833683624551
"Rnaset2",7.04751430658401
"Kdm5c",7.04061202356573
"Oxsm",7.04023952424378
"Agfg1",7.03845770501119
"Ndufb7",7.03765795534892
"Atg4c",7.0340671366234
"Med27",7.0318840993469
"Brd9",7.02708110065831
"Aars1",7.02624486284634
"LOC128094714",7.01562906984477
"Cd151",7.01541417525698
"Plekhf2",7.01073643158738
"Wrap53",7.01056651322522
"LOC128098827",7.01007026924988
"LOC128097952",7.00927022984372
"Sde2",7.00558248281512
"Aebp2",6.98923335885603
"Zfx",6.98857463916378
"Cav2",6.97797261765358
"Rnaseh2a",6.97588836874842
"Eif3m",6.97254077058245
"Exd2",6.97208911270905
"Cd83",6.97061874893841
"LOC128124929",6.96670459279636
"Ptpn14",6.96317640728787
"Rpl19",6.95847548306709
"Aco2",6.95685233205735
"LOC128121780",6.95221770296867
"Akap6",6.95054259815376
"Hps1",6.95043187080606
"Taf9b",6.94956606464717
"Glipr1",6.94711654078991
"Aard",6.94487304121588
"Ptk2",6.94301365508186
"Slit3",6.92668078806004
"LOC128120471",6.92599188832774
"Tent4b",6.92404130710551
"Hace1",6.92362667489498
"Asxl1",6.92258240434752
"Rassf9",6.92237780047841
"Pnrc2",6.91943221735244
"Cpd",6.91563417060837
"Cenpc",6.91293729733701
"Elp1",6.90808387514147
"Trim27",6.90699645155555
"Rimoc1",6.90539060056544
"LOC128104036",6.8961817291618
"Cfap418",6.89595906776333
"Plekha8",6.89447037403779
"Cep83",6.88848975227321
"Slc25a3",6.88423206247815
"Rin3",6.87322743599519
"Pgm1",6.87291926080663
"Nf1",6.87128947413654
"Clec3b",6.86911499164078
"Golga5",6.86840881392593
"Cyfip1",6.86422817293303
"Phf5a",6.86186683866852
"Chd2",6.85951222480714
"Golga1",6.85686791835868
"Tpst1",6.85656722699979
"Slc16a7",6.85643695318784
"Atp5if1",6.85624198873678
"Lig4",6.85356876132822
"Ufm1",6.85282343494374
"Eva1c",6.84989507281881
"Tmem14a",6.84848568497903
"Ldhd",6.84827368371273
"LOC128100156",6.84586741950874
"Rnpep",6.84249277203741
"Atp6v1e1",6.84210672156707
"Cd36",6.84146638523671
"Nedd1",6.83968421519888
"Dnah3",6.83905345083988
"Fmod",6.83053700766571
"Rptor",6.82797969812511
"LOC128125429",6.8226223195056
"Lyset",6.82206997691905
"Sh3tc1",6.82133352210524
"Rora",6.82061735479841
"Gtdc1",6.81956921616806
"Wif1",6.81698048935597
"LOC128114104",6.81236982647868
"Nup155",6.81192977812256
"Ddx24",6.80664695533003
"Txnrd2",6.80551159778666
"Cpa6",6.79980228034347
"Fkbp14",6.79904248211843
"Lyrm1",6.79794565948099
"Pex3",6.7923330936137
"Kdm7a",6.79081217119424
"Heyl",6.79019152971085
"Utrn",6.78884616381092
"LOC128110249",6.78646265723083
"Togaram2",6.78483201294847
"Sesn3",6.77958153830881
"Ralgapa1",6.76860446215648
"Fam3c",6.76844422894963
"Lmo4",6.76693025730496
"Rapgef3",6.76642541658044
"Sephs2",6.76419414131505
"Paip1",6.76117618171078
"Pcnp",6.76062173016465
"Nipal2",6.75300061105391
"Picalm",6.75230670330216
"Lonp2",6.74492696846186
"Nsmaf",6.73821206909323
"Ap2a2",6.73557880694262
"Abitram",6.73083289869514
"Cd109",6.72924306361292
"Rnf121",6.72771742960847
"LOC128124428",6.72328791533608
"Bmx",6.72228317247841
"Slc44a3",6.72215480101807
"Golga3",6.71709278943198
"Txlng",6.71222213458703
"Ivns1abp",6.71190226935287
"Als2",6.71024431259049
"Gpbp1",6.70860931953589
"Cdc123",6.70271213108099
"Socs1",6.7000237640378
"Lrrc28",6.69717816676548
"Pafah1b1",6.69176084716839
"Oxsr1",6.69040122154989
"Rasl12",6.6864834127296
"LOC128114745",6.68556490349479
"Carf",6.68340797551386
"Sox2",6.68299250990175
"Dnajc19",6.67799895859159
"Adck2",6.67770003986161
"Nfkbil1",6.67588374033596
"Il23a",6.66741537325266
"Lonrf3",6.6636913334208
"Rrn3",6.65799905475671
"Tmtc2",6.65612982690876
"Aqp3",6.65609450971113
"Dbi",6.65555603118699
"Tk2",6.65549104109449
"Zdhhc9",6.64949965564176
"Papss2",6.63758018823808
"Znf292",6.63675652075042
"LOC128103782",6.62922886155774
"Itgb3",6.62906467679257
"Phrf1",6.62894223307232
"Macf1",6.62649218050122
"Ogfr",6.6259290552244
"Ttf1",6.62320710568229
"Ccr6",6.61958367345831
"Rad50",6.61875713669556
"Exoc5",6.61842560108434
"Tp53",6.61782579075319
"Steap2",6.61442779948895
"Acox3",6.61239238348398
"Gcsh",6.60545734544275
"LOC128110364",6.60353760175202
"Rab11fip2",6.60280802075179
"Pogk",6.60128387533941
"Scel",6.5986224373451
"Postn",6.59384593839734
"Fgl2",6.59200324745584
"Lgals3",6.58896321999759
"LOC128106346",6.58749413317899
"LOC128108291",6.58654262585869
"CUNH2orf49",6.58472537186006
"LOC128115658",6.58422956223547
"Galc",6.58418771898223
"Btk",6.57982466066502
"F2r",6.57682875033656
"Pura",6.57670492513813
"Tgfbrap1",6.5738171966656
"Adss2",6.57047751101543
"Ctso",6.56580759145321
"Erc1",6.56547858617706
"Hpcal1",6.56315523938762
"Cacna1h",6.56201679957583
"Aif1",6.55954958387114
"Pced1a",6.55691474247875
"Ogfrl1",6.55396028884989
"Med13l",6.55233304219101
"Ptpn21",6.53489649349454
"LOC128099115",6.53360038569945
"Plscr4",6.53083176141217
"Ercc6l2",6.53075813264543
"Icam2",6.53035811014434
"Tns3",6.52913140484597
"Kif1a",6.52421743571335
"Nsdhl",6.51760003665462
"Cfap298",6.51658241786381
"Lgals12",6.51491597022211
"Ints8",6.51453031939727
"Nsun2",6.51298227289064
"Myo5b",6.51288294436158
"Ankrd33b",6.51276470060757
"Ttc27",6.51079998361598
"Fabp3",6.50875446089034
"Rab23",6.50543176177972
"Myo16",6.49305408313714
"Slc22a23",6.49244942655877
"Apmap",6.48697376377757
"Raver1",6.48447527277748
"LOC128114872",6.48388926368357
"Usp14",6.48216670362706
"Edem2",6.48033550239498
"Hmcn1",6.47807034452328
"Nudt5",6.47755461516068
"Acvr2a",6.47716325711475
"Mctp2",6.47603672293051
"Baiap2",6.47110497751142
"Rpl17",6.46810980171105
"Tes",6.46175165770969
"Cdca7l",6.4605704290202
"Ulk4",6.45623046190719
"Mrps18c",6.4544174846536
"Bbx",6.45373013272761
"Ubxn8",6.44598552230387
"Dst",6.44524297544876
"Tyw3",6.44508257389946
"Uhrf2",6.44505226185491
"CUNH9orf152",6.44232771662248
"Sgip1",6.44189400882872
"Acaa2",6.43875849855874
"Hacd3",6.43277751993117
"Tmed7",6.43004718229222
"Smad6",6.43002840914401
"Atp7a",6.42564156460526
"Pls1",6.42159163877161
"Asdurf",6.41409165170553
"Slc39a9",6.41210969221651
"Gng11",6.40523061809636
"Rcc1l",6.40428099479676
"Serinc2",6.40287429899916
"Bcl2l1",6.40184125540325
"Znf451",6.40178749184036
"Naalad2",6.39973461563083
"LOC128104485",6.39541472616189
"Plekhd1",6.38946786082903
"LOC128122860",6.38764536979381
"Ark2n",6.38655549962725
"Pknox2",6.38220175933906
"LOC128099446",6.38044182769905
"Rab33b",6.37982141830089
"Hnrnpu",6.37826945930957
"LOC128111012",6.37708762925143
"Gpam",6.37654724122591
"Lrrc41",6.3747344531422
"Cfap69",6.37428514035945
"Etfdh",6.37335017563077
"Kmt2e",6.36643760729916
"Snrpb2",6.36525632896795
"Hsp90b1",6.36353736310564
"Cldn12",6.36190307721474
"Dab1",6.36029014157531
"Drg2",6.35639405005387
"Hmgb3",6.35533749584788
"Acat1",6.35476318027686
"Arf3",6.35461641258293
"Tcf4",6.3523790711624
"Myo1e",6.35103509706903
"Nfatc4",6.34235473089445
"Sanbr",6.33951752827375
"Ftsj3",6.33327587162381
"Znf319",6.33316455269909
"Prrg2",6.33130135544326
"Fcho2",6.32803792584191
"Cd47",6.3279518595212
"Tdp2",6.32690659400576
"Clip2",6.32553947218789
"Crispld2",6.32494136814897
"Satb1",6.31964726733393
"Eno4",6.31239945329187
"LOC128107857",6.30891573779554
"Rfx7",6.30689880333567
"Czib",6.30343872889707
"LOC128109462",6.30109140590629
"Magi2",6.29485504112564
"Lmbrd1",6.29176780919391
"Bag2",6.29024847316757
"Nosip",6.28649509946697
"Wdr12",6.28608775755988
"Csf2rb",6.28458944821683
"Txnl1",6.28294245174585
