"Gene","Instability_Score"
"RNU6-925P",0.616003468431143
"RP11-467L13.4",0.609908690597376
"IL6",0.605693242397702
"ASGR1",0.59981872613298
"Six3os1_1",0.599631464755384
"PRODH2",0.599392188985408
"RNU7-47P",0.598397212086358
"TF",0.595413890708253
"ISCA1P4",0.593403150370322
"AC073130.2",0.587493055911609
"MIR6514",0.587059567423031
"MIR3176",0.584105830861169
"SCARNA8",0.583661081934281
"MIR6512",0.583538547323306
"MIR661",0.583508751072642
"MIR324",0.582635308426732
"RARRES1",0.580994979958769
"CH17-13I23.3",0.573135613581722
"MIR635",0.567040433196911
"AC008592.3",0.566802999702197
"MIR3153",0.56602411382158
"MIR1249",0.563724905748774
"RNVU1-6",0.563411884108256
"RP1-206D15.5",0.562228506506875
"SNORD53_SNORD92",0.559638500224869
"ALDOC",0.555802947471653
"C15orf48",0.555737592466513
"IL11",0.555717143667328
"CXCL2",0.554385452039263
"SNORA7B",0.553119103614063
"SNORD6",0.552899687361853
"C2orf72",0.548394647361201
"BAAT",0.547210323637535
"GAL3ST1",0.546372810110487
"SNORD20",0.545272567003027
"RNA5SP174",0.541007940873368
"RNU6-1",0.540830112178263
"RPL39P40",0.540353317568655
"MIR4727",0.539711810226966
"SNORD88A",0.539520089400245
"SCARNA22",0.536705015593984
"PRR15L",0.535305313030571
"MIR4512",0.527538019978274
"SNORD62A",0.527023615858468
"SNORD116-4",0.526407183041622
"MIRLET7I",0.525537599077488
"MIR138-1",0.52063517826634
"SNORD116-24",0.516092285887429
"RP11-379F4.6",0.514731431289912
"RP11-1252D15.1",0.511067424992919
"MIR5581",0.510300230444381
"CPLX2",0.508600495547549
"RNU6-510P",0.506737793710448
"RP11-586D5.3",0.503208516378064
"SNORD99",0.502372097546261
"RNU6-574P",0.500880753244416
"MIR4767",0.497656897824436
"MIR590",0.492767220977263
"IGFBP3",0.492506742121421
"MIR659",0.491078781764988
"CLDN2",0.491044661795893
"MUC5B",0.488747967109955
"RNU6-516P",0.486701970987102
"MIR181A2HG",0.484879352326511
"MIR3682",0.483505133717198
"ERBB3",0.479979317785894
"MIR27A",0.478853697146749
"TRIB1",0.478112727618832
"RP11-494O16.3",0.47555081360252
"SNORA66",0.472320669261419
"RP11-791G15.2",0.468530651755998
"MIR8055",0.466587561012228
"RNU6-611P",0.464557876591682
"MIR616",0.464151951888899
"RNU6-476P",0.46293834713211
"AC104581.1",0.46076889087083
"ENTPD2",0.460187062451068
"ANKS4B",0.460155451741165
"MIR619",0.457476839973888
"HGD",0.455945132905537
"SNORD63",0.45501544714159
"CTD-2134A5.3",0.451786942741208
"RNU6-322P",0.450856221381088
"RP11-385F7.1",0.450800537636323
"SNORD127",0.450402181515593
"KIF12",0.450149827231651
"F2",0.449855850780318
"RNU6-834P",0.448654857221406
"NTS",0.447277125510606
"RP1-159A19.3",0.444121958452564
"RNU6-915P",0.440501971117803
"RNU6-1053P",0.439599134306052
"MTATP6P1",0.438082069179051
"MIR3189",0.437595136583652
"MIR3193",0.433749971471142
"RPL41P5",0.429414315239202
"CORO2A",0.42938692560949
"MIR30C1",0.429101117137911
"RP11-701H24.5",0.427566524971364
"MIR320A",0.427520221117394
"RN7SK",0.426942047136734
"MIR93",0.426882356774887
"KLF6",0.425219126153398
"RNU6ATAC",0.423322948185028
"RP11-589N15.2",0.419623972844641
"RP11-324I22.3",0.418840608610056
"MIR3181",0.418796553138657
"AC073415.2",0.416831153458871
"VTRNA1-3",0.416541254298509
"AC005255.3",0.4163125740637
"RNA5SP243",0.415695649391677
"MIR6797",0.414931103002381
"RNU6-5P",0.41410169113866
"PRSS3P4",0.413470529105417
"MIR4477B",0.412509243869935
"NDRG1",0.412338279169486
"GPX2",0.411776830778233
"MIR1205",0.411734120025412
"RNU6-216P",0.411441761981674
"SNORD72",0.410935901734448
"RNU6-8",0.41013257140712
"MIR1254-1",0.409176975322647
"RP11-807H7.2",0.408004238469707
"C4BPA",0.407831546129697
"SNORA14B",0.407488599866447
"RNU6-1214P",0.407383955990796
"RNU5B-2P",0.406402803589381
"MIR3197",0.405112169232731
"CTA-276O3.4",0.405068655537503
"RNU6-529P",0.405020915132064
"MIRLET7D",0.404771587721365
"MIR135A1",0.404525216493019
