"Gene","PC1","PC2"
"UBE2M",-0.00121538154176596,0.0145576979656374
"TBC1D17",-0.00127224293382425,-0.0145557369045403
"HMOX2",0.00516148089748841,0.0145417253153959
"DIMT1",0.00276545886579321,0.0145365579722472
"BAG3",0.00686930881899031,0.0145358459630554
"PSMA4",0.00271845325213679,0.0145282877718821
"GART",-0.00494544898476883,0.014525803095342
"ACAD10",-0.00143651065585477,-0.014519401175723
"PNPT1",-0.00702307591581239,0.0145179601224918
"POLR3B",0.00280603333161013,0.0145169709871178
"WBP1",-0.00100462647778205,-0.0145139592831713
"ESYT2",-0.00314331583709319,-0.0145116265201959
"KARS",-0.00548642388765177,0.0145078498671693
"KIF13B",-0.00152847106996381,-0.0145041201756718
"PRELID1",-0.00145192606836712,0.014503281186669
"PHB",-0.0022042843022702,0.0145008221360424
"SLC25A22",0.00196374384980178,0.0144953238841744
"NOP2",0.0014863781704632,0.0144946144977732
"NUDCD1",-0.00644551640637987,0.0144922547039773
"MAK16",0.000421071233794425,0.0144821705651571
"ABCE1",-0.00600955502619179,0.0144786697700321
"WWC3",-0.00571835483805481,-0.0144761131277341
"ATP5B",6.96011681979941e-05,0.0144651739568178
"CSTF3",0.00534456114960348,0.0144619197719277
"LARS2",0.00143573797051627,0.0144600502512588
"PLSCR4",0.000509848731921853,-0.014458831463944
"ANK2",-0.00157264962559921,0.0144459046104602
"TIMM50",0.000912741855144191,0.0144421000584231
"BMI1",-0.00617732757367218,0.0144370307630968
"HID1",0.00482920587950033,-0.0144194033690097
"ELF3",-0.00296155254115853,-0.0144138573090193
"LRRC8B",0.00147554115896133,0.0144130596336977
"RCC1",0.00670821327085007,0.014409140898994
"RPL11",0.000310508533312101,0.0144080524738637
"CAT",-0.00297170120343265,0.01440175294507
"NUDC",0.00359656485564813,0.0143942909233503
"HNRNPR",0.00415954003544425,0.0143903912469514
"PTPN11",0.00723788318670121,0.0143848756659454
"DYNLL1",0.00578062310675236,0.01438392906239
"BAZ1B",0.00651241007131478,0.0143620021892457
"C17orf62",-0.000265854546598801,-0.0143487731268535
"MIAT",0.00516056971440021,-0.0143384094080679
"FARSB",-0.0041133590503809,0.014329432267594
"EXOSC3",0.00366460111647345,0.0143225035006313
"TGFA",0.000431551712718573,0.0143109729528532
"NOC3L",-0.00200936305111083,0.0142997432721207
"LINC00173",-0.000800375709187484,-0.0142996525442821
"ST6GAL2",-0.00329940486358844,-0.0142951842827427
"VGF",0.00188725910005048,0.0142775618141781
"BIRC5",0.00178041466554937,0.0142758027139624
"MRPL3",-0.0072478223534095,0.0142746212676885
"KHSRP",0.00571234486574169,0.0142741496141876
"GLIPR1",0.00271236018889866,0.0142740757801032
"H2AFZ",0.00329016492156721,0.014269423567628
"RHEB",0.00157414223567653,0.0142376233037885
"PSMD14",-0.00535283975872979,0.0142337521999043
"MCM6",0.00316578122526388,0.0142280803698837
"CUL2",0.00346832534866135,0.014227813407925
"SLC5A3",0.00038787863417214,0.0142264776491153
"FBXW4",-0.00283509285788242,-0.01422365842356
"SUZ12",-0.00391118864971974,0.0142119918676478
"HMGN2",0.00772158284775212,0.0142093623781715
"CALCOCO1",-0.00619813296746654,-0.0142041508214425
"ETFA",-0.00783936466521478,0.0141927656857096
"ORAI3",-0.000925361695640781,-0.0141875479938985
"EBNA1BP2",0.0074829979393637,0.0141841962080982
"SDCCAG3",0.00201871099497938,0.0141613026526837
"MAP2K1",0.00269387304120382,0.0141568605644143
"EIF2B3",0.00153662626315293,0.0141413612266124
"POLE3",-0.00372460061310982,0.0141407139331327
"MRPL18",-0.00414485794854164,0.0141363455948851
"FASTKD1",0.00485854237837451,0.0141350965945911
"PRMT5",-0.00178902692419699,0.0141347743350578
"SLC2A12",-0.00420503318312926,-0.0141318004435753
